Terrarium,insect,ter_no,Name_x,customer identifier,cust_no,Name_y,tpe,Contact number,First Purchase period,key,description,food portions per day
ripon,c,1623,ripon,122,122,Emmett Gebhard,f,081-153-9951,202011,c,catapillar,1.0
unstylized,c,2717,unstylized,259,259,Hana Clabaugh,d,074-262-7203,239012,c,catapillar,1.0
nonincident,c,1227,nonincident,311,311,Jeanie Wentzell,d,079-537-7965,201906,c,catapillar,1.0
hepatectomizing,w,1254,hepatectomizing,160,160,Sima Coomer,r,085-159-9315,202104,w,Wasp,15.0
rigaudon,r,2212,rigaudon,99,99,Cora Rester,y,079-523-8303,202107,r,Rhinoceros beetle,35.0
larviparous,e,1326,larviparous,261,261,Jeremiah Kazee,i,082-952-9820,202106,e,Elephant hawk moth,2.0
avenaceous,r,1881,avenaceous,303,303,Kathlene Bavaro,h,084-892-8235,201911,r,Rhinoceros beetle,35.0
principe,p,2257,principe,189,189,Henry Mcnew,o,082-332-5238,201903,p,Praying mantis,8.0
bristleless,d,2288,bristleless,26,26,Versie Mucha,m,082-903-1924,201912,d,Unknown insect type (imputed),5.0
rough,z,1414,rough,256,256,Milagro Maria,f,085-981-6759,202009,z,Zorapteran,5.0
fiber,q,3131,fiber,145,145,Drucilla Villegas,k,073-134-8894,202106,q,Queen bee,11.0
enspirit,j,2158,enspirit,213,213,Diann Trigg,l,085-396-2469,201907,j,Junebug,5.0
maxima,o,2094,maxima,21,21,Raven Croskey,u,074-809-9073,202005,o,Orange Sulfur Butterfly,13.0
underpile,l,2592,underpile,76,76,Porter Ferry,e,077-902-6030,202006,l,Locust,99.0
unvirile,r,2143,unvirile,151,151,Rikki Lepak,t,085-467-3941,202104,r,Rhinoceros beetle,35.0
batia,o,1402,batia,166,166,Rosendo Parten,t,082-117-2337,202009,o,Orange Sulfur Butterfly,13.0
bibasic,v,2265,bibasic,306,306,Lera Calcote,p,084-450-5529,201912,v,Velvet ant,2.0
unstylized,y,2717,unstylized,259,259,Hana Clabaugh,d,074-262-7203,239012,y,Yellow jacket,16.0
libau,n,3063,libau,301,301,Micah Sabado,l,075-365-9474,202102,n,Nit,4.0
embrittle,p,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,p,Praying mantis,8.0
unliteral,i,2846,unliteral,117,117,Artie Stiff,n,071-245-3352,202107,i,insect,3.0
unprofane,s,2649,unprofane,99,99,Cora Rester,y,079-523-8303,202107,s,Stick insect,9.0
tobie,h,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,h,humbug,0.0
unsmutched,x,2759,unsmutched,259,259,Hana Clabaugh,d,074-262-7203,239012,x,Xigua,4.5
interparliamentary,u,996,interparliamentary,130,130,Florinda Luckow,j,077-878-7105,202100,u,Underwing,6.0
upington,m,2652,upington,161,161,Allen Murillo,o,085-414-1537,202104,m,Maggot,5.5
bugler,c,3067,bugler,50,50,Alphonse Krajewski,f,082-837-1499,202006,c,catapillar,1.0
lyubertsy,g,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,g,Grasshopper,50.0
unbinned,n,2979,unbinned,107,107,Dustin Haynie,k,074-190-5821,201911,n,Nit,4.0
dishonest,c,2398,dishonest,158,158,Willie Wiegand,t,086-432-8382,202108,c,catapillar,1.0
culti,g,1649,culti,21,21,Raven Croskey,u,074-809-9073,202005,g,Grasshopper,50.0
howie,q,1512,howie,160,160,Sima Coomer,r,085-159-9315,202104,q,Queen bee,11.0
avalon,a,2181,avalon,93,93,Arianne Odonnell,p,076-751-8775,202004,a,ant,1.0
enthralling,f,1824,enthralling,59,59,Irish Jensen,h,081-970-5000,202003,f,flea,3.0
sinecurist,a,2067,sinecurist,321,321,Kathleen Leff,g,085-916-9461,202108,a,ant,1.0
underline,f,2614,underline,122,122,Emmett Gebhard,f,081-153-9951,202011,f,flea,3.0
pinta,a,1452,pinta,220,220,Shasta Packett,x,083-208-4658,201910,a,ant,1.0
fruitlessness,v,1277,fruitlessness,277,277,Natisha Blythe,y,083-470-1500,197001,v,Velvet ant,2.0
palmy,f,1718,palmy,18,18,Jacalyn Weick,w,082-676-8601,202008,f,flea,3.0
stern,m,1372,stern,94,94,Jeannette Callan,c,072-449-4992,201912,m,Maggot,5.5
phantasmagorially,z,1300,phantasmagorially,106,106,Maureen Spinner,v,080-911-1748,201900,z,Zorapteran,5.0
lowan,a,3203,lowan,160,160,Sima Coomer,r,085-159-9315,202104,a,ant,1.0
unsophomoric,m,2778,unsophomoric,204,204,Gregg Blanchette,c,074-884-1593,202100,m,Maggot,5.5
unwithdrawable,b,2493,unwithdrawable,81,81,Leanora Wickliffe,e,071-619-6458,202109,b,bee,1.0
manipulative,i,1866,manipulative,228,228,Jose Swofford,p,080-771-7187,202104,i,insect,3.0
interlocated,v,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,v,Velvet ant,2.0
beatitude,j,1767,beatitude,303,303,Kathlene Bavaro,h,084-892-8235,201911,j,Junebug,5.0
bacchelli,i,1801,bacchelli,143,143,Elisha Sandidge,b,081-781-5555,202011,i,insect,3.0
dishabituated,y,1934,dishabituated,236,236,Joesph Junkin,j,081-147-6549,201905,y,Yellow jacket,16.0
nonius,m,2227,nonius,62,62,Nelia Boardman,o,073-849-7376,202000,m,Maggot,5.5
clove,g,1569,clove,91,91,Lavina Vos,z,077-981-2916,202110,g,Grasshopper,50.0
pargasite,a,2276,pargasite,202,202,Toshia Hostetter,a,084-997-6773,201903,a,ant,1.0
streamer,s,2934,streamer,241,241,Pauletta Lazo,n,082-454-6754,202103,s,Stick insect,9.0
uninterjected,a,2508,uninterjected,246,246,Lilla Mccombs,k,074-240-6787,201906,a,ant,1.0
saare,n,3116,saare,127,127,Lorenzo Cribb,y,080-423-2157,202103,n,Nit,4.0
pedocal,w,2204,pedocal,26,26,Versie Mucha,m,082-903-1924,201912,w,Wasp,15.0
unchased,n,2899,unchased,36,36,Donny Cloud,z,087-731-8141,202108,n,Nit,4.0
masquerader,g,2079,masquerader,210,210,Pearl Favor,p,072-534-6367,202008,g,Grasshopper,50.0
unlustrous,k,2329,unlustrous,171,171,Shawanna Shoemake,q,081-441-5381,201903,k,Katydid,3.0
subursine,c,1919,subursine,176,176,Sandra Griego,k,077-259-7055,202112,c,catapillar,1.0
sneeringly,o,2155,sneeringly,293,293,Roseline Hehn,p,086-406-3049,201911,o,Orange Sulfur Butterfly,13.0
unhonored,f,2542,unhonored,125,125,Brice Bonhomme,d,083-379-4932,201905,f,flea,3.0
unalterable,v,1976,unalterable,104,104,Velva Griego,u,077-898-2107,201900,v,Velvet ant,2.0
unfrost,m,2892,unfrost,63,63,Almeta Bedolla,z,081-909-2060,202111,m,Maggot,5.5
warranter,h,2242,warranter,1,1,Eladia Coltrane,x,072-304-1562,202012,h,humbug,0.0
wimble,v,2945,wimble,176,176,Sandra Griego,k,077-259-7055,202112,v,Velvet ant,2.0
tedder,c,3124,tedder,142,142,Gilma Swager,p,083-578-4644,202112,c,catapillar,1.0
macho,q,1653,macho,241,241,Pauletta Lazo,n,082-454-6754,202103,q,Queen bee,11.0
richet,o,3181,richet,166,166,Rosendo Parten,t,082-117-2337,202009,o,Orange Sulfur Butterfly,13.0
unliteral,m,2846,unliteral,117,117,Artie Stiff,n,071-245-3352,202107,m,Maggot,5.5
unniched,r,2497,unniched,5,5,Reyes Davies,w,077-283-5044,202106,r,Rhinoceros beetle,35.0
gummy,g,2994,gummy,160,160,Sima Coomer,r,085-159-9315,202104,g,Grasshopper,50.0
unplacatory,i,1284,unplacatory,311,311,Jeanie Wentzell,d,079-537-7965,201906,i,insect,3.0
unholiness,r,2850,unholiness,269,269,Juliette Lyford,z,080-755-2008,201908,r,Rhinoceros beetle,35.0
pleiades,h,2318,pleiades,117,117,Artie Stiff,n,071-245-3352,202107,h,humbug,0.0
upholsterer,b,2561,upholsterer,116,116,Clemmie Dunphy,c,079-683-5944,202101,b,bee,1.0
balsamaceous,q,1030,balsamaceous,24,24,Shirl Plotner,c,087-628-6789,201910,q,Queen bee,11.0
joeys,r,3086,joeys,213,213,Diann Trigg,l,085-396-2469,201907,r,Rhinoceros beetle,35.0
undepressing,x,2668,undepressing,190,190,Ilene Daigle,j,082-623-8353,201909,x,Xigua,4.5
zanily,r,2253,zanily,67,67,Li Birdwell,g,077-249-1815,202005,r,Rhinoceros beetle,35.0
unconceptual,g,2709,unconceptual,161,161,Allen Murillo,o,085-414-1537,202104,g,Grasshopper,50.0
flare,v,1668,flare,65,65,Cherri Grisham,m,081-989-4458,201912,v,Velvet ant,2.0
unlustrous,v,2329,unlustrous,171,171,Shawanna Shoemake,q,081-441-5381,201903,v,Velvet ant,2.0
odium,p,1516,odium,75,75,Ervin Hepburn,b,080-382-6212,202111,p,Praying mantis,8.0
intensionally,j,1946,intensionally,186,186,Beryl Delossantos,b,078-560-7872,202008,j,Junebug,5.0
admonitorial,f,1330,admonitorial,91,91,Lavina Vos,z,077-981-2916,202110,f,flea,3.0
grizzle,k,3101,grizzle,287,287,Eric Kreamer,j,078-476-1791,202003,k,Katydid,3.0
denizenship,i,1915,denizenship,249,249,Raquel Lafrance,r,086-694-9753,202008,i,insect,3.0
mispractise,u,2310,mispractise,257,257,Yu Hamlett,s,076-171-1369,202005,u,Underwing,6.0
aulis,j,1482,aulis,106,106,Maureen Spinner,v,080-911-1748,201900,j,Junebug,5.0
fruitlessness,q,1277,fruitlessness,277,277,Natisha Blythe,y,083-470-1500,197001,q,Queen bee,11.0
unchronicled,z,2611,unchronicled,24,24,Shirl Plotner,c,087-628-6789,201910,z,Zorapteran,5.0
mariigold,e,3162,mariigold,50,50,Alphonse Krajewski,f,082-837-1499,202006,e,Elephant hawk moth,2.0
fruitlessness,m,1277,fruitlessness,277,277,Natisha Blythe,y,083-470-1500,197001,m,Maggot,5.5
unwithdrawable,p,2493,unwithdrawable,81,81,Leanora Wickliffe,e,071-619-6458,202109,p,Praying mantis,8.0
unstraightened,f,2755,unstraightened,62,62,Nelia Boardman,o,073-849-7376,202000,f,flea,3.0
revolutionising,n,1041,revolutionising,205,205,Lakesha Mcquarrie,o,071-279-6012,202104,n,Nit,4.0
wimble,v,2945,wimble,176,176,Sandra Griego,k,077-259-7055,202112,v,Velvet ant,2.0
numerically,y,1140,numerically,200,200,Lyle Nix,i,076-117-1648,201906,y,Yellow jacket,16.0
woald,s,1387,woald,13,13,Katie Vandermark,v,084-552-5244,201911,s,Stick insect,9.0
wayland,b,3127,wayland,218,218,Sona Riel,n,078-924-1263,201900,b,bee,1.0
balsamaceous,a,1030,balsamaceous,24,24,Shirl Plotner,c,087-628-6789,201910,a,ant,1.0
scraping,k,3055,scraping,62,62,Nelia Boardman,o,073-849-7376,202000,k,Katydid,3.0
unconvoyed,e,2835,unconvoyed,106,106,Maureen Spinner,v,080-911-1748,201900,e,Elephant hawk moth,2.0
unportrayable,y,1938,unportrayable,280,280,Linnie Jaworski,z,083-999-9228,201903,y,Yellow jacket,16.0
trifurcated,o,1125,trifurcated,318,318,Gonzalo Ahlstrom,c,078-738-2607,202108,o,Orange Sulfur Butterfly,13.0
erringly,u,1877,erringly,306,306,Lera Calcote,p,084-450-5529,201912,u,Underwing,6.0
aba,m,3184,aba,272,272,Coletta Madera,f,079-311-1937,202009,m,Maggot,5.5
lapactic,j,2394,lapactic,116,116,Clemmie Dunphy,c,079-683-5944,202101,j,Junebug,5.0
unstultified,i,2713,unstultified,9,9,Phillis Wainright,w,071-988-2023,201904,i,insect,3.0
europe,b,2964,europe,259,259,Hana Clabaugh,d,074-262-7203,239012,b,bee,1.0
unexplaining,f,2804,unexplaining,199,199,Leone Matt,u,081-105-7423,201905,f,flea,3.0
fancied,j,3093,fancied,272,272,Coletta Madera,f,079-311-1937,202009,j,Junebug,5.0
fancied,c,3093,fancied,272,272,Coletta Madera,f,079-311-1937,202009,c,catapillar,1.0
indoctrinating,d,1079,indoctrinating,218,218,Sona Riel,n,078-924-1263,201900,d,Unknown insect type (imputed),5.0
untracked,s,2500,untracked,259,259,Hana Clabaugh,d,074-262-7203,239012,s,Stick insect,9.0
unvirile,b,2143,unvirile,151,151,Rikki Lepak,t,085-467-3941,202104,b,bee,1.0
scrupleless,x,2409,scrupleless,269,269,Juliette Lyford,z,080-755-2008,201908,x,Xigua,4.5
noisomely,o,1775,noisomely,223,223,Tomika Odea,b,075-563-8368,201912,o,Orange Sulfur Butterfly,13.0
o''higgins,x,3051,o''higgins,155,155,Leeanna Cutlip,k,073-266-2482,202010,x,Xigua,4.5
sheefishes,x,2193,sheefishes,239,239,Gertrudis Evan,l,084-243-4527,202004,x,Xigua,4.5
pomona,b,1809,pomona,221,221,Thi Mennenga,y,083-798-1764,202012,b,bee,1.0
taxis,t,3143,taxis,221,221,Thi Mennenga,y,083-798-1764,202012,t,Tsetse fly,5.0
unsophomoric,p,2778,unsophomoric,204,204,Gregg Blanchette,c,074-884-1593,202100,p,Praying mantis,8.0
dhikr,h,1524,dhikr,104,104,Velva Griego,u,077-898-2107,201900,h,humbug,0.0
bowyangs,h,3173,bowyangs,197,197,Yang Collette,d,081-202-6230,201912,h,humbug,0.0
stylar,a,2922,stylar,85,85,Amanda Wolske,p,084-964-8962,202101,a,ant,1.0
uncaparisoned,f,2782,uncaparisoned,164,164,Rozanne Labrador,g,086-701-1551,202003,f,flea,3.0
dhikr,h,1524,dhikr,104,104,Velva Griego,u,077-898-2107,201900,h,humbug,0.0
hylotropic,j,1904,hylotropic,177,177,Cristie Argento,n,086-909-8832,202102,j,Junebug,5.0
drammach,n,2930,drammach,133,133,Melida Gass,a,075-575-7976,202112,n,Nit,4.0
underrepresent,y,2770,underrepresent,37,37,Lidia Peete,j,080-216-1052,202006,y,Yellow jacket,16.0
jerkinhead,n,2003,jerkinhead,120,120,Eddy Wire,k,083-815-6813,202003,n,Nit,4.0
tebet,s,1357,tebet,256,256,Milagro Maria,f,085-981-6759,202009,s,Stick insect,9.0
irreducibility,r,1851,irreducibility,68,68,Margrett Lenoir,x,085-130-2200,202006,r,Rhinoceros beetle,35.0
unshabbily,q,2645,unshabbily,318,318,Gonzalo Ahlstrom,c,078-738-2607,202108,q,Queen bee,11.0
nonincident,t,1227,nonincident,311,311,Jeanie Wentzell,d,079-537-7965,201906,t,Tsetse fly,5.0
streamer,y,2934,streamer,241,241,Pauletta Lazo,n,082-454-6754,202103,y,Yellow jacket,16.0
upington,y,2652,upington,161,161,Allen Murillo,o,085-414-1537,202104,y,Yellow jacket,16.0
unshabbily,o,2645,unshabbily,318,318,Gonzalo Ahlstrom,c,078-738-2607,202108,o,Orange Sulfur Butterfly,13.0
predaytime,x,1854,predaytime,213,213,Diann Trigg,l,085-396-2469,201907,x,Xigua,4.5
lectern,j,2956,lectern,41,41,Carmelo Wallner,x,078-519-5851,202006,j,Junebug,5.0
unprocessed,u,1132,unprocessed,256,256,Milagro Maria,f,085-981-6759,202009,u,Underwing,6.0
ternopol,n,1786,ternopol,189,189,Henry Mcnew,o,082-332-5238,201903,n,Nit,4.0
salaam,b,2907,salaam,228,228,Jose Swofford,p,080-771-7187,202104,b,bee,1.0
precollusion,g,1053,precollusion,24,24,Shirl Plotner,c,087-628-6789,201910,g,Grasshopper,50.0
mohel,y,1638,mohel,202,202,Toshia Hostetter,a,084-997-6773,201903,y,Yellow jacket,16.0
unflunked,t,2599,unflunked,324,324,Barb Bulger,t,073-716-5606,201907,t,Tsetse fly,5.0
unretaining,u,1281,unretaining,143,143,Elisha Sandidge,b,081-781-5555,202011,u,Underwing,6.0
vibration,i,1980,vibration,54,54,Joel Liner,k,081-530-7557,202111,i,insect,3.0
serbian,u,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,u,Underwing,6.0
elmira,f,1984,elmira,16,16,Treva Degnan,l,083-583-6419,201905,f,flea,3.0
unharmonising,f,2516,unharmonising,301,301,Micah Sabado,l,075-365-9474,202102,f,flea,3.0
batia,z,1402,batia,166,166,Rosendo Parten,t,082-117-2337,202009,z,Zorapteran,5.0
triploid,l,3139,triploid,226,226,Kathrine Grubbs,d,084-787-3161,201907,l,Locust,99.0
nonprocurement,m,1900,nonprocurement,5,5,Reyes Davies,w,077-283-5044,202106,m,Maggot,5.5
runic,m,1680,runic,151,151,Rikki Lepak,t,085-467-3941,202104,m,Maggot,5.5
crate,v,1600,crate,85,85,Amanda Wolske,p,084-964-8962,202101,v,Velvet ant,2.0
uninterjected,c,2508,uninterjected,246,246,Lilla Mccombs,k,074-240-6787,201906,c,catapillar,1.0
intervariation,u,1174,intervariation,99,99,Cora Rester,y,079-523-8303,202107,u,Underwing,6.0
resowed,t,3200,resowed,106,106,Maureen Spinner,v,080-911-1748,201900,t,Tsetse fly,5.0
invulnerable,o,2109,invulnerable,21,21,Raven Croskey,u,074-809-9073,202005,o,Orange Sulfur Butterfly,13.0
generatrix,m,1771,generatrix,132,132,Lesia Moroz,w,071-461-6577,202102,m,Maggot,5.5
embryogenesis,q,1258,embryogenesis,16,16,Treva Degnan,l,083-583-6419,201905,q,Queen bee,11.0
interlocated,v,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,v,Velvet ant,2.0
manipulative,u,1866,manipulative,228,228,Jose Swofford,p,080-771-7187,202104,u,Underwing,6.0
cappelletti,i,1113,cappelletti,91,91,Lavina Vos,z,077-981-2916,202110,i,insect,3.0
ultratropical,e,2698,ultratropical,62,62,Nelia Boardman,o,073-849-7376,202000,e,Elephant hawk moth,2.0
whiggism,g,2991,whiggism,70,70,Chase Cregan,o,086-116-2278,201902,g,Grasshopper,50.0
lyubertsy,e,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,e,Elephant hawk moth,2.0
horridly,p,2447,horridly,283,283,Marybelle Graden,f,076-223-1485,202005,p,Praying mantis,8.0
unspiring,v,2816,unspiring,313,313,Marna Linder,c,078-398-5953,202109,v,Velvet ant,2.0
turkophobia,h,1064,turkophobia,88,88,Edgar Benfield,j,077-940-5354,202002,h,humbug,0.0
unaptly,l,1896,unaptly,233,233,Mafalda Kamerer,n,083-899-2493,202011,l,Locust,99.0
unrepresented,w,2641,unrepresented,303,303,Kathlene Bavaro,h,084-892-8235,201911,w,Wasp,15.0
terahertzes,h,2033,terahertzes,132,132,Lesia Moroz,w,071-461-6577,202102,h,humbug,0.0
stern,x,1372,stern,94,94,Jeannette Callan,c,072-449-4992,201912,x,Xigua,4.5
palmy,w,1718,palmy,18,18,Jacalyn Weick,w,082-676-8601,202008,w,Wasp,15.0
uninterjected,q,2508,uninterjected,246,246,Lilla Mccombs,k,074-240-6787,201906,q,Queen bee,11.0
superreliance,t,1015,superreliance,55,55,Noreen Wildey,b,074-967-2367,202011,t,Tsetse fly,5.0
cougar,b,2880,cougar,233,233,Mafalda Kamerer,n,083-899-2493,202011,b,bee,1.0
gumweed,h,2877,gumweed,236,236,Joesph Junkin,j,081-147-6549,201905,h,humbug,0.0
lyubertsy,a,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,a,ant,1.0
uncommutative,p,2656,uncommutative,241,241,Pauletta Lazo,n,082-454-6754,202103,p,Praying mantis,8.0
underrepresent,u,2770,underrepresent,37,37,Lidia Peete,j,080-216-1052,202006,u,Underwing,6.0
kingtehchen,m,2432,kingtehchen,153,153,Bebe Mathieu,p,074-585-5515,202100,m,Maggot,5.5
unconceptual,i,2709,unconceptual,161,161,Allen Murillo,o,085-414-1537,202104,i,insect,3.0
unfulsome,n,1991,unfulsome,24,24,Shirl Plotner,c,087-628-6789,201910,n,Nit,4.0
jerkinhead,j,2003,jerkinhead,120,120,Eddy Wire,k,083-815-6813,202003,j,Junebug,5.0
interparliamentary,n,996,interparliamentary,130,130,Florinda Luckow,j,077-878-7105,202100,n,Nit,4.0
sepaline,e,2162,sepaline,135,135,Kenia Parrett,p,074-997-3189,202103,e,Elephant hawk moth,2.0
whiggism,l,2991,whiggism,70,70,Chase Cregan,o,086-116-2278,201902,l,Locust,99.0
thoas,r,1642,thoas,301,301,Micah Sabado,l,075-365-9474,202102,r,Rhinoceros beetle,35.0
foretop,j,3112,foretop,145,145,Drucilla Villegas,k,073-134-8894,202106,j,Junebug,5.0
issued,a,3074,issued,192,192,Adena Monteiro,c,087-132-2188,202001,a,ant,1.0
untimely,k,2637,untimely,135,135,Kenia Parrett,p,074-997-3189,202103,k,Katydid,3.0
noisomely,w,1775,noisomely,223,223,Tomika Odea,b,075-563-8368,201912,w,Wasp,15.0
taxis,j,3143,taxis,221,221,Thi Mennenga,y,083-798-1764,202012,j,Junebug,5.0
coccygius,u,1752,coccygius,228,228,Jose Swofford,p,080-771-7187,202104,u,Underwing,6.0
quixote,j,2983,quixote,31,31,Alverta Magar,z,075-936-4800,202001,j,Junebug,5.0
streamer,g,2934,streamer,241,241,Pauletta Lazo,n,082-454-6754,202103,g,Grasshopper,50.0
invulnerable,s,2109,invulnerable,21,21,Raven Croskey,u,074-809-9073,202005,s,Stick insect,9.0
ascension,m,2295,ascension,117,117,Artie Stiff,n,071-245-3352,202107,m,Maggot,5.5
catcaller,e,2367,catcaller,189,189,Henry Mcnew,o,082-332-5238,201903,e,Elephant hawk moth,2.0
overscrubbed,j,1193,overscrubbed,72,72,Genna Moree,x,074-376-7745,202003,j,Junebug,5.0
encincturing,h,1235,encincturing,5,5,Reyes Davies,w,077-283-5044,202106,h,humbug,0.0
unneedy,y,2675,unneedy,5,5,Reyes Davies,w,077-283-5044,202106,y,Yellow jacket,16.0
howie,l,1512,howie,160,160,Sima Coomer,r,085-159-9315,202104,l,Locust,99.0
subursine,e,1919,subursine,176,176,Sandra Griego,k,077-259-7055,202112,e,Elephant hawk moth,2.0
taxis,h,3143,taxis,221,221,Thi Mennenga,y,083-798-1764,202012,h,humbug,0.0
gothicise,x,2246,gothicise,7,7,Neva Leffler,y,086-594-5216,202106,x,Xigua,4.5
unison,c,2721,unison,278,278,Lilliam Ming,x,086-885-6234,202100,c,catapillar,1.0
floriculturist,a,1322,floriculturist,21,21,Raven Croskey,u,074-809-9073,202005,a,ant,1.0
unexplaining,n,2804,unexplaining,199,199,Leone Matt,u,081-105-7423,201905,n,Nit,4.0
lated,p,1714,lated,78,78,Joslyn Haus,v,082-228-2104,202010,p,Praying mantis,8.0
unscalded,m,2478,unscalded,55,55,Noreen Wildey,b,074-967-2367,202011,m,Maggot,5.5
narragansett,g,992,narragansett,63,63,Almeta Bedolla,z,081-909-2060,202111,g,Grasshopper,50.0
interlocated,t,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,t,Tsetse fly,5.0
deniker,o,2341,deniker,133,133,Melida Gass,a,075-575-7976,202112,o,Orange Sulfur Butterfly,13.0
unethical,z,2706,unethical,59,59,Irish Jensen,h,081-970-5000,202003,z,Zorapteran,5.0
octillionth,h,2360,octillionth,80,80,Rickie Osman,l,078-133-9611,202103,h,humbug,0.0
unstrict,w,2523,unstrict,19,19,Jaymie Helsley,z,075-522-2685,202007,w,Wasp,15.0
zanily,u,2253,zanily,67,67,Li Birdwell,g,077-249-1815,202005,u,Underwing,6.0
unrepresented,d,2641,unrepresented,303,303,Kathlene Bavaro,h,084-892-8235,201911,d,Unknown insect type (imputed),5.0
safely,u,3211,safely,57,57,Violet Hundt,j,081-301-1928,201911,u,Underwing,6.0
reinstator,k,2006,reinstator,316,316,Young Bueno,f,084-600-8108,197001,k,Katydid,3.0
unimpeachability,t,2546,unimpeachability,285,285,Priscila Kilroy,c,074-992-6162,202002,t,Tsetse fly,5.0
interlocated,j,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,j,Junebug,5.0
uncorrect,y,2322,uncorrect,179,179,Trinity Roda,o,079-428-4550,201900,y,Yellow jacket,16.0
aulis,j,1482,aulis,106,106,Maureen Spinner,v,080-911-1748,201900,j,Junebug,5.0
bursa,g,1615,bursa,86,86,Romeo Rotolo,d,087-260-2627,202105,g,Grasshopper,50.0
overaggravated,j,1098,overaggravated,210,210,Pearl Favor,p,072-534-6367,202008,j,Junebug,5.0
quinquagenarian,k,1034,quinquagenarian,264,264,Cecila Pasko,v,087-484-2016,202100,k,Katydid,3.0
overheard,b,2474,overheard,112,112,Raul Pung,k,086-528-1314,202108,b,bee,1.0
extensionless,f,1908,extensionless,15,15,Tiffaney Kratky,l,076-373-2923,202002,f,flea,3.0
recirculating,l,1269,recirculating,114,114,Kimi Hawkes,v,084-846-5468,202109,l,Locust,99.0
enthralling,x,1824,enthralling,59,59,Irish Jensen,h,081-970-5000,202003,x,Xigua,4.5
tombless,f,3146,tombless,204,204,Gregg Blanchette,c,074-884-1593,202100,f,flea,3.0
formated,v,2269,formated,33,33,Janelle Busch,w,077-721-2347,202104,v,Velvet ant,2.0
croceatas,g,2014,croceatas,124,124,Rosalind Sae,v,072-803-8713,202011,g,Grasshopper,50.0
unousted,h,2839,unousted,308,308,Angela Schoenborn,p,079-660-5912,201904,h,humbug,0.0
thomisid,r,2291,thomisid,230,230,Blythe Statton,c,073-404-5450,202104,r,Rhinoceros beetle,35.0
value,m,1547,value,137,137,Helene Reineck,k,085-685-8424,202110,m,Maggot,5.5
unterminational,f,2687,unterminational,257,257,Yu Hamlett,s,076-171-1369,202005,f,flea,3.0
ascension,h,2295,ascension,117,117,Artie Stiff,n,071-245-3352,202107,h,humbug,0.0
neufchtel,j,2485,neufchtel,319,319,Sharee Chauez,i,086-242-1859,202109,j,Junebug,5.0
kingtehchen,q,2432,kingtehchen,153,153,Bebe Mathieu,p,074-585-5515,202100,q,Queen bee,11.0
preobstruct,g,2037,preobstruct,147,147,Alonzo Hiler,x,085-901-4954,202100,g,Grasshopper,50.0
proelectrification,s,1182,proelectrification,275,275,Raguel Burdge,b,079-392-3974,202110,s,Stick insect,9.0
dissolve,d,2960,dissolve,184,184,Sudie Bulkley,a,075-105-6323,202100,d,Unknown insect type (imputed),5.0
brainlessly,r,2208,brainlessly,72,72,Genna Moree,x,074-376-7745,202003,r,Rhinoceros beetle,35.0
unenthused,e,2690,unenthused,298,298,Vivienne Roysden,u,076-814-6909,201909,e,Elephant hawk moth,2.0
lilac,y,1459,lilac,308,308,Angela Schoenborn,p,079-660-5912,201904,y,Yellow jacket,16.0
deshabille,m,2231,deshabille,91,91,Lavina Vos,z,077-981-2916,202110,m,Maggot,5.5
replevisable,n,1349,replevisable,109,109,Nieves Schorn,w,080-803-1422,201904,n,Nit,4.0
machetes,s,2462,machetes,239,239,Gertrudis Evan,l,084-243-4527,202004,s,Stick insect,9.0
usbek,u,1486,usbek,153,153,Bebe Mathieu,p,074-585-5515,202100,u,Underwing,6.0
nikko,n,1535,nikko,192,192,Adena Monteiro,c,087-132-2188,202001,n,Nit,4.0
snazziness,h,2424,snazziness,44,44,Demarcus Shiroma,s,075-293-4079,201910,h,humbug,0.0
herborist,u,2417,herborist,151,151,Rikki Lepak,t,085-467-3941,202104,u,Underwing,6.0
undeterrable,j,2763,undeterrable,88,88,Edgar Benfield,j,077-940-5354,202002,j,Junebug,5.0
nepal,u,3222,nepal,9,9,Phillis Wainright,w,071-988-2023,201904,u,Underwing,6.0
untracked,o,2500,untracked,259,259,Hana Clabaugh,d,074-262-7203,239012,o,Orange Sulfur Butterfly,13.0
rocky,m,1539,rocky,182,182,Lurlene Lovingood,a,081-295-4417,202107,m,Maggot,5.5
precited,a,2284,precited,241,241,Pauletta Lazo,n,082-454-6754,202103,a,ant,1.0
unconvoyed,x,2835,unconvoyed,106,106,Maureen Spinner,v,080-911-1748,201900,x,Xigua,4.5
semiprivacy,k,1311,semiprivacy,147,147,Alonzo Hiler,x,085-901-4954,202100,k,Katydid,3.0
embrittle,p,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,p,Praying mantis,8.0
